"lon","lat","elevation","time"
-122.094128,36.985223,"162.0","2011-12-08T20:10:58Z"
-122.093969,36.985116,"161.2","2011-12-08T20:11:01Z"
-122.093798,36.984984,"161.4","2011-12-08T20:11:04Z"
-122.093649,36.984843,"160.7","2011-12-08T20:11:07Z"
-122.093529,36.984742,"160.5","2011-12-08T20:11:10Z"
-122.093429,36.984687,"160.2","2011-12-08T20:11:13Z"
-122.093366,36.984621,"160.0","2011-12-08T20:11:16Z"
-122.093242,36.984569,"159.5","2011-12-08T20:11:19Z"
-122.093137,36.984513,"158.8","2011-12-08T20:11:22Z"
-122.093024,36.984453,"158.4","2011-12-08T20:11:25Z"
-122.092834,36.984399,"157.9","2011-12-08T20:11:28Z"
-122.092601,36.984321,"157.5","2011-12-08T20:11:31Z"
-122.092353,36.984235,"156.7","2011-12-08T20:11:34Z"
-122.092017,36.984197,"154.9","2011-12-08T20:11:37Z"
-122.091686,36.984153,"153.4","2011-12-08T20:11:40Z"
-122.09142,36.984082,"153.8","2011-12-08T20:11:43Z"
-122.091289,36.983946,"153.6","2011-12-08T20:11:46Z"
-122.091196,36.983783,"153.4","2011-12-08T20:11:49Z"
-122.091083,36.983612,"153.5","2011-12-08T20:11:52Z"
-122.091016,36.983442,"153.4","2011-12-08T20:11:55Z"
-122.090918,36.983256,"153.2","2011-12-08T20:11:58Z"
-122.090896,36.983076,"152.2","2011-12-08T20:12:01Z"
-122.090975,36.98284,"150.1","2011-12-08T20:12:04Z"
-122.090962,36.982622,"149.4","2011-12-08T20:12:07Z"
-122.09101,36.982455,"148.8","2011-12-08T20:12:10Z"
-122.091109,36.982261,"147.0","2011-12-08T20:12:13Z"
-122.091207,36.982049,"143.7","2011-12-08T20:12:16Z"
-122.091225,36.981826,"142.5","2011-12-08T20:12:19Z"
-122.091188,36.981578,"143.0","2011-12-08T20:12:22Z"
-122.091184,36.981327,"141.2","2011-12-08T20:12:25Z"
-122.091139,36.98106,"138.6","2011-12-08T20:12:28Z"
-122.091019,36.980851,"137.8","2011-12-08T20:12:31Z"
-122.090852,36.980649,"137.2","2011-12-08T20:12:34Z"
-122.090701,36.980413,"134.3","2011-12-08T20:12:37Z"
-122.090529,36.980233,"131.3","2011-12-08T20:12:40Z"
-122.090336,36.980096,"129.9","2011-12-08T20:12:43Z"
-122.090162,36.980018,"127.7","2011-12-08T20:12:46Z"
-122.089956,36.979907,"120.5","2011-12-08T20:12:49Z"
-122.089731,36.979777,"121.6","2011-12-08T20:12:52Z"
-122.08952,36.979681,"122.5","2011-12-08T20:12:55Z"
-122.089365,36.979632,"122.6","2011-12-08T20:12:58Z"
-122.089238,36.979645,"123.4","2011-12-08T20:13:01Z"
-122.089094,36.979636,"123.7","2011-12-08T20:13:04Z"
-122.088859,36.97971,"124.5","2011-12-08T20:13:07Z"
-122.088802,36.979661,"124.5","2011-12-08T20:13:10Z"
-122.088707,36.979617,"126.9","2011-12-08T20:13:13Z"
-122.088639,36.979581,"127.4","2011-12-08T20:13:16Z"
-122.088558,36.97955,"128.1","2011-12-08T20:13:19Z"
-122.088469,36.979527,"130.5","2011-12-08T20:13:22Z"
-122.08837,36.979507,"131.1","2011-12-08T20:13:25Z"
-122.08824,36.979495,"132.3","2011-12-08T20:13:28Z"
-122.088121,36.979501,"132.7","2011-12-08T20:13:31Z"
-122.08799,36.97951,"133.0","2011-12-08T20:13:34Z"
-122.087839,36.97952,"132.6","2011-12-08T20:13:37Z"
-122.087529,36.979514,"129.5","2011-12-08T20:13:40Z"
-122.087352,36.979425,"128.3","2011-12-08T20:13:43Z"
-122.08718,36.979268,"126.7","2011-12-08T20:13:46Z"
-122.087005,36.979171,"124.0","2011-12-08T20:13:49Z"
-122.086775,36.97906,"123.6","2011-12-08T20:13:52Z"
-122.086644,36.979033,"114.6","2011-12-08T20:13:55Z"
-122.086563,36.978827,"115.4","2011-12-08T20:13:58Z"
-122.086519,36.978664,"117.8","2011-12-08T20:14:01Z"
-122.086408,36.978318,"113.3","2011-12-08T20:14:04Z"
-122.086341,36.978086,"110.1","2011-12-08T20:14:07Z"
-122.086306,36.977867,"108.4","2011-12-08T20:14:10Z"
-122.086348,36.977691,"107.2","2011-12-08T20:14:13Z"
-122.086412,36.977533,"105.5","2011-12-08T20:14:16Z"
-122.086417,36.977309,"100.5","2011-12-08T20:14:19Z"
-122.086201,36.977051,"93.4","2011-12-08T20:14:22Z"
-122.086003,36.976822,"85.0","2011-12-08T20:14:25Z"
-122.085919,36.97663,"78.5","2011-12-08T20:14:28Z"
-122.085964,36.976466,"80.0","2011-12-08T20:14:31Z"
-122.086072,36.976289,"79.3","2011-12-08T20:14:34Z"
-122.086081,36.976093,"78.1","2011-12-08T20:14:37Z"
-122.085991,36.975887,"74.9","2011-12-08T20:14:40Z"
-122.085905,36.975674,"73.3","2011-12-08T20:14:43Z"
-122.085841,36.975487,"75.2","2011-12-08T20:14:46Z"
-122.085739,36.975282,"70.5","2011-12-08T20:14:49Z"
-122.085678,36.97506,"75.8","2011-12-08T20:14:52Z"
-122.085534,36.974872,"70.2","2011-12-08T20:14:55Z"
-122.085419,36.974675,"68.9","2011-12-08T20:14:58Z"
-122.085316,36.974469,"68.5","2011-12-08T20:15:01Z"
-122.085179,36.974201,"69.5","2011-12-08T20:15:04Z"
-122.084997,36.974056,"68.9","2011-12-08T20:15:07Z"
-122.084847,36.97386,"68.2","2011-12-08T20:15:10Z"
-122.084914,36.973681,"69.5","2011-12-08T20:15:13Z"
-122.084979,36.9735,"66.5","2011-12-08T20:15:16Z"
-122.085038,36.97331,"66.4","2011-12-08T20:15:19Z"
-122.085061,36.973118,"63.5","2011-12-08T20:15:22Z"
-122.085125,36.972899,"63.2","2011-12-08T20:15:25Z"
-122.085242,36.972675,"62.1","2011-12-08T20:15:28Z"
-122.085349,36.972498,"63.2","2011-12-08T20:15:31Z"
-122.085423,36.972303,"64.3","2011-12-08T20:15:34Z"
-122.085508,36.972094,"65.9","2011-12-08T20:15:37Z"
-122.085671,36.97192,"68.6","2011-12-08T20:15:40Z"
-122.085962,36.971713,"69.3","2011-12-08T20:15:43Z"
-122.086256,36.971616,"69.8","2011-12-08T20:15:46Z"
-122.086521,36.971523,"69.0","2011-12-08T20:15:49Z"
-122.086688,36.971377,"67.2","2011-12-08T20:15:52Z"
-122.086698,36.971239,"66.2","2011-12-08T20:15:55Z"
-122.086741,36.971126,"64.6","2011-12-08T20:15:58Z"
-122.086675,36.97086,"64.4","2011-12-08T20:16:01Z"
-122.086521,36.970684,"63.3","2011-12-08T20:16:04Z"
-122.086356,36.970503,"64.3","2011-12-08T20:16:07Z"
-122.086236,36.970417,"65.2","2011-12-08T20:16:10Z"
-122.086185,36.970263,"68.5","2011-12-08T20:16:13Z"
-122.086112,36.970042,"70.6","2011-12-08T20:16:16Z"
-122.086116,36.969889,"70.7","2011-12-08T20:16:19Z"
-122.086268,36.969769,"69.4","2011-12-08T20:16:22Z"
-122.086417,36.9695,"67.4","2011-12-08T20:16:25Z"
-122.086509,36.969209,"67.4","2011-12-08T20:16:28Z"
-122.086558,36.968998,"69.6","2011-12-08T20:16:31Z"
-122.086611,36.968782,"69.2","2011-12-08T20:16:34Z"
-122.086646,36.96857,"69.9","2011-12-08T20:16:37Z"
-122.086662,36.96839,"70.0","2011-12-08T20:16:40Z"
-122.086717,36.968201,"71.1","2011-12-08T20:16:43Z"
-122.08675,36.967995,"71.6","2011-12-08T20:16:46Z"
-122.08681,36.967788,"71.9","2011-12-08T20:16:49Z"
-122.086899,36.967589,"71.2","2011-12-08T20:16:52Z"
-122.08697,36.967403,"70.9","2011-12-08T20:16:55Z"
-122.087008,36.967213,"69.6","2011-12-08T20:16:58Z"
-122.087059,36.967009,"68.4","2011-12-08T20:17:01Z"
-122.087115,36.966796,"67.9","2011-12-08T20:17:04Z"
-122.087181,36.966585,"69.1","2011-12-08T20:17:07Z"
-122.087278,36.966375,"68.3","2011-12-08T20:17:10Z"
-122.087341,36.966149,"66.8","2011-12-08T20:17:13Z"
-122.087383,36.96594,"66.6","2011-12-08T20:17:16Z"
-122.087383,36.965731,"65.1","2011-12-08T20:17:19Z"
-122.087381,36.965528,"64.4","2011-12-08T20:17:22Z"
-122.087374,36.965323,"63.7","2011-12-08T20:17:25Z"
-122.087367,36.965119,"62.6","2011-12-08T20:17:28Z"
-122.08736,36.964883,"60.7","2011-12-08T20:17:31Z"
-122.087358,36.964654,"55.8","2011-12-08T20:17:34Z"
-122.087323,36.964446,"52.4","2011-12-08T20:17:37Z"
-122.08721,36.964264,"50.3","2011-12-08T20:17:40Z"
-122.087017,36.964084,"48.1","2011-12-08T20:17:43Z"
-122.08679,36.963877,"43.5","2011-12-08T20:17:46Z"
-122.086564,36.963689,"41.7","2011-12-08T20:17:49Z"
-122.086333,36.963548,"40.8","2011-12-08T20:17:52Z"
-122.08605,36.96352,"41.6","2011-12-08T20:17:55Z"
-122.085733,36.963585,"39.6","2011-12-08T20:17:58Z"
-122.08542,36.963686,"36.1","2011-12-08T20:18:01Z"
-122.085154,36.963909,"29.7","2011-12-08T20:18:04Z"
-122.084962,36.964117,"23.8","2011-12-08T20:18:07Z"
-122.084779,36.964351,"19.0","2011-12-08T20:18:10Z"
-122.084587,36.964579,"20.2","2011-12-08T20:18:13Z"
-122.084446,36.964813,"20.8","2011-12-08T20:18:16Z"
-122.084365,36.965036,"18.5","2011-12-08T20:18:19Z"
-122.084286,36.965134,"17.9","2011-12-08T20:18:22Z"
-122.084204,36.965103,"17.3","2011-12-08T20:18:25Z"
-122.084218,36.964981,"17.2","2011-12-08T20:18:28Z"
-122.084246,36.964789,"17.1","2011-12-08T20:18:31Z"
-122.084303,36.964537,"17.3","2011-12-08T20:18:34Z"
-122.084427,36.964317,"17.1","2011-12-08T20:18:37Z"
-122.084534,36.964105,"17.1","2011-12-08T20:18:40Z"
-122.084647,36.963916,"17.7","2011-12-08T20:18:43Z"
-122.084736,36.963739,"18.0","2011-12-08T20:18:46Z"
-122.084754,36.96354,"18.5","2011-12-08T20:18:49Z"
-122.08474,36.963315,"18.5","2011-12-08T20:18:52Z"
-122.084718,36.963064,"16.7","2011-12-08T20:18:55Z"
-122.084701,36.962818,"13.3","2011-12-08T20:18:58Z"
-122.084687,36.962584,"12.9","2011-12-08T20:19:01Z"
-122.084606,36.962323,"12.8","2011-12-08T20:19:04Z"
-122.084527,36.962066,"14.6","2011-12-08T20:19:07Z"
-122.084487,36.961973,"15.7","2011-12-08T20:19:10Z"
-122.084354,36.961912,"13.9","2011-12-08T20:19:13Z"
-122.084122,36.961899,"10.5","2011-12-08T20:19:16Z"
-122.083917,36.961953,"11.6","2011-12-08T20:19:19Z"
-122.083639,36.961942,"10.9","2011-12-08T20:19:22Z"
-122.08346,36.961942,"11.2","2011-12-08T20:19:25Z"
-122.083325,36.961942,"11.3","2011-12-08T20:19:28Z"
-122.083155,36.96191,"11.3","2011-12-08T20:19:31Z"
-122.082924,36.961875,"11.5","2011-12-08T20:19:34Z"
-122.082683,36.961908,"12.1","2011-12-08T20:19:37Z"
-122.08239,36.961903,"13.0","2011-12-08T20:19:40Z"
-122.082126,36.961947,"21.0","2011-12-08T20:19:43Z"
-122.081952,36.961992,"22.9","2011-12-08T20:19:46Z"
-122.081754,36.96196,"26.3","2011-12-08T20:19:49Z"
-122.081592,36.96194,"25.5","2011-12-08T20:19:52Z"
-122.081443,36.96195,"27.4","2011-12-08T20:19:55Z"
-122.081295,36.961969,"28.2","2011-12-08T20:19:58Z"
-122.081137,36.961966,"28.6","2011-12-08T20:20:01Z"
-122.080991,36.961966,"29.2","2011-12-08T20:20:04Z"
-122.080812,36.961981,"29.6","2011-12-08T20:20:07Z"
-122.080629,36.962001,"29.9","2011-12-08T20:20:10Z"
-122.080474,36.961983,"29.9","2011-12-08T20:20:13Z"
-122.080298,36.961964,"29.8","2011-12-08T20:20:16Z"
-122.080107,36.961951,"29.3","2011-12-08T20:20:19Z"
-122.07987,36.961942,"28.0","2011-12-08T20:20:22Z"
-122.079653,36.961949,"28.1","2011-12-08T20:20:25Z"
-122.07942,36.96196,"27.2","2011-12-08T20:20:28Z"
-122.079161,36.961992,"25.9","2011-12-08T20:20:31Z"
-122.078891,36.962012,"25.2","2011-12-08T20:20:34Z"
-122.078637,36.962001,"25.0","2011-12-08T20:20:37Z"
-122.078356,36.961998,"25.5","2011-12-08T20:20:40Z"
-122.078121,36.961991,"26.1","2011-12-08T20:20:43Z"
-122.077879,36.961972,"27.4","2011-12-08T20:20:46Z"
-122.077628,36.961948,"28.2","2011-12-08T20:20:49Z"
-122.077371,36.961939,"28.4","2011-12-08T20:20:52Z"
-122.077106,36.961925,"28.5","2011-12-08T20:20:55Z"
-122.076837,36.961912,"28.6","2011-12-08T20:20:58Z"
-122.076566,36.9619,"28.6","2011-12-08T20:21:01Z"
-122.076299,36.961892,"28.7","2011-12-08T20:21:04Z"
-122.076041,36.961894,"28.8","2011-12-08T20:21:07Z"
-122.075779,36.961887,"28.8","2011-12-08T20:21:10Z"
-122.075498,36.961887,"28.8","2011-12-08T20:21:13Z"
-122.07522,36.961886,"28.8","2011-12-08T20:21:16Z"
-122.074964,36.961879,"28.6","2011-12-08T20:21:19Z"
-122.074693,36.961869,"28.4","2011-12-08T20:21:22Z"
-122.074432,36.961862,"28.5","2011-12-08T20:21:25Z"
-122.074181,36.96186,"28.1","2011-12-08T20:21:28Z"
-122.073914,36.961858,"28.7","2011-12-08T20:21:31Z"
-122.073677,36.9619,"29.3","2011-12-08T20:21:34Z"
-122.073444,36.96193,"29.4","2011-12-08T20:21:37Z"
-122.073191,36.961937,"29.9","2011-12-08T20:21:40Z"
-122.072949,36.961938,"30.1","2011-12-08T20:21:43Z"
-122.072747,36.96191,"30.4","2011-12-08T20:21:46Z"
-122.072508,36.961893,"30.6","2011-12-08T20:21:49Z"
-122.07226,36.961844,"30.5","2011-12-08T20:21:52Z"
-122.072002,36.9618,"30.7","2011-12-08T20:21:55Z"
-122.071752,36.961757,"29.7","2011-12-08T20:21:58Z"
-122.071433,36.961712,"27.8","2011-12-08T20:22:01Z"
-122.071086,36.961701,"26.4","2011-12-08T20:22:04Z"
-122.070735,36.961729,"28.1","2011-12-08T20:22:07Z"
-122.070428,36.961737,"29.6","2011-12-08T20:22:10Z"
-122.07021,36.961719,"29.8","2011-12-08T20:22:13Z"
-122.069988,36.96168,"29.8","2011-12-08T20:22:16Z"
-122.06975,36.961656,"29.4","2011-12-08T20:22:19Z"
-122.069492,36.961641,"29.6","2011-12-08T20:22:22Z"
-122.069205,36.961693,"30.4","2011-12-08T20:22:25Z"
-122.068931,36.961692,"30.0","2011-12-08T20:22:28Z"
-122.068653,36.96168,"27.6","2011-12-08T20:22:31Z"
-122.068415,36.96167,"25.3","2011-12-08T20:22:34Z"
-122.068166,36.961651,"27.8","2011-12-08T20:22:37Z"
-122.06796,36.961625,"30.4","2011-12-08T20:22:40Z"
-122.067778,36.961584,"31.5","2011-12-08T20:22:43Z"
-122.067518,36.961553,"34.1","2011-12-08T20:22:46Z"
-122.067299,36.961513,"35.3","2011-12-08T20:22:49Z"
-122.067043,36.961485,"35.8","2011-12-08T20:22:52Z"
-122.066772,36.961463,"34.7","2011-12-08T20:22:55Z"
-122.0665,36.96146,"35.1","2011-12-08T20:22:58Z"
-122.066213,36.961454,"35.2","2011-12-08T20:23:01Z"
-122.065958,36.961428,"35.4","2011-12-08T20:23:04Z"
-122.06567,36.961394,"35.4","2011-12-08T20:23:07Z"
-122.06537,36.961387,"34.6","2011-12-08T20:23:10Z"
-122.065103,36.961348,"34.4","2011-12-08T20:23:13Z"
-122.064862,36.961315,"34.3","2011-12-08T20:23:16Z"
-122.064619,36.961291,"33.5","2011-12-08T20:23:19Z"
-122.06437,36.961271,"33.7","2011-12-08T20:23:22Z"
-122.064116,36.961252,"34.9","2011-12-08T20:23:25Z"
-122.063828,36.961228,"35.7","2011-12-08T20:23:28Z"
-122.063556,36.961214,"35.3","2011-12-08T20:23:31Z"
-122.063307,36.961192,"33.0","2011-12-08T20:23:34Z"
-122.063078,36.961164,"32.5","2011-12-08T20:23:37Z"
-122.062884,36.96118,"32.1","2011-12-08T20:23:40Z"
-122.062688,36.961173,"32.0","2011-12-08T20:23:43Z"
-122.062497,36.961149,"31.9","2011-12-08T20:23:46Z"
-122.062373,36.960988,"30.4","2011-12-08T20:23:49Z"
-122.062166,36.960904,"27.7","2011-12-08T20:23:52Z"
-122.062136,36.960707,"26.0","2011-12-08T20:23:55Z"
-122.062101,36.960506,"24.4","2011-12-08T20:23:58Z"
-122.062045,36.960302,"24.2","2011-12-08T20:24:01Z"
-122.062006,36.960041,"22.5","2011-12-08T20:24:04Z"
-122.061998,36.959804,"20.6","2011-12-08T20:24:07Z"
-122.061973,36.959553,"19.2","2011-12-08T20:24:10Z"
-122.061957,36.959334,"19.9","2011-12-08T20:24:13Z"
-122.062063,36.959081,"21.8","2011-12-08T20:24:16Z"
-122.062163,36.958882,"22.5","2011-12-08T20:24:19Z"
-122.062268,36.958694,"22.2","2011-12-08T20:24:22Z"
-122.062366,36.958518,"22.1","2011-12-08T20:24:25Z"
-122.062472,36.958341,"22.0","2011-12-08T20:24:28Z"
-122.06256,36.958189,"21.7","2011-12-08T20:24:31Z"
-122.062585,36.958043,"21.4","2011-12-08T20:24:34Z"
-122.062539,36.957909,"21.2","2011-12-08T20:24:37Z"
-122.06251,36.957764,"21.0","2011-12-08T20:24:40Z"
-122.062489,36.957577,"20.7","2011-12-08T20:24:43Z"
-122.062507,36.957373,"20.4","2011-12-08T20:24:46Z"
-122.062515,36.957167,"19.9","2011-12-08T20:24:49Z"
-122.062513,36.956961,"19.6","2011-12-08T20:24:52Z"
-122.062516,36.956755,"19.0","2011-12-08T20:24:55Z"
-122.062529,36.956556,"18.6","2011-12-08T20:24:58Z"
-122.062522,36.956349,"18.2","2011-12-08T20:25:01Z"
-122.062525,36.956131,"17.9","2011-12-08T20:25:04Z"
-122.062536,36.95592,"17.4","2011-12-08T20:25:07Z"
-122.062539,36.955715,"17.0","2011-12-08T20:25:10Z"
-122.062536,36.955501,"16.7","2011-12-08T20:25:13Z"
-122.062526,36.955306,"16.2","2011-12-08T20:25:16Z"
-122.062518,36.95512,"16.1","2011-12-08T20:25:19Z"
-122.062514,36.954946,"15.8","2011-12-08T20:25:22Z"
-122.062511,36.954791,"15.7","2011-12-08T20:25:25Z"
-122.062592,36.954759,"15.7","2011-12-08T20:25:28Z"
-122.062779,36.954815,"16.2","2011-12-08T20:25:31Z"
-122.062964,36.954808,"16.1","2011-12-08T20:25:34Z"
-122.063157,36.954824,"16.4","2011-12-08T20:25:37Z"
-122.063354,36.954818,"16.4","2011-12-08T20:25:40Z"
-122.063529,36.954799,"16.4","2011-12-08T20:25:43Z"
-122.063711,36.954787,"16.4","2011-12-08T20:25:46Z"
-122.063903,36.954795,"16.6","2011-12-08T20:25:49Z"
-122.064001,36.954713,"16.5","2011-12-08T20:25:52Z"
-122.064093,36.954589,"16.3","2011-12-08T20:25:55Z"
-122.064076,36.954448,"16.3","2011-12-08T20:25:58Z"
-122.064083,36.954264,"16.1","2011-12-08T20:26:01Z"
-122.064083,36.954156,"16.0","2011-12-08T20:26:04Z"
-122.064121,36.954072,"16.0","2011-12-08T20:26:07Z"
-122.064074,36.953973,"15.9","2011-12-08T20:26:10Z"
-122.064039,36.953849,"15.8","2011-12-08T20:26:13Z"
-122.06404,36.953679,"15.8","2011-12-08T20:26:16Z"
-122.06404,36.953519,"15.8","2011-12-08T20:26:19Z"
-122.064034,36.953402,"16.0","2011-12-08T20:26:22Z"
-122.064062,36.953261,"16.1","2011-12-08T20:26:25Z"
-122.064019,36.953141,"16.2","2011-12-08T20:26:28Z"
-122.064059,36.952971,"16.2","2011-12-08T20:26:31Z"
-122.064045,36.952819,"16.1","2011-12-08T20:26:34Z"
-122.064042,36.952712,"16.1","2011-12-08T20:26:37Z"
-122.06404,36.95268,"16.0","2011-12-08T20:26:40Z"
-122.064071,36.952635,"16.0","2011-12-08T20:26:43Z"
-122.064076,36.952598,"16.0","2011-12-08T20:26:47Z"
-122.064089,36.952558,"15.9","2011-12-08T20:26:50Z"
-122.064112,36.952489,"15.8","2011-12-08T20:26:53Z"
-122.064138,36.952393,"15.8","2011-12-08T20:26:56Z"
-122.064231,36.952307,"15.8","2011-12-08T20:26:59Z"
-122.064419,36.952293,"15.7","2011-12-08T20:27:02Z"
-122.064615,36.952302,"15.5","2011-12-08T20:27:05Z"
-122.064795,36.952308,"15.3","2011-12-08T20:27:08Z"
-122.064962,36.95229,"15.0","2011-12-08T20:27:11Z"
-122.065066,36.95222,"14.7","2011-12-08T20:27:14Z"
-122.065089,36.952108,"14.7","2011-12-08T20:27:17Z"
-122.065055,36.951995,"14.7","2011-12-08T20:27:20Z"
-122.065022,36.951944,"14.7","2011-12-08T20:27:23Z"
